"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Answer RRs","Protocols in frame","IP_Flags","tcp_Flags","Next sequence number","Sequence number","TCP Segment Len","udp_Length"
"973","121.938377","31.13.93.7","192.168.1.126","TCP","54","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","2330","2330","0",""
"974","122.073816","fe80::f802:c758:21ff:4cef","ff02::1:ffff:4cef","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"975","122.098862","fe80::981:b1fd:8de1:811e","ff02::1:ff68:ef0a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"976","122.125917","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49172","","eth:ethertype:ip:tcp:tls","0x40","0x010","1461","1","1460",""
"977","122.125940","31.13.93.7","192.168.1.126","TLSv1.2","923","443","49172","","eth:ethertype:ip:tcp:tls:x509sat:x509sat:x509sat:x509ce:x509sat:x509sat:x509sat:x509sat:x509ce:ns_cert_exts:x509ce:x509ce:x509ce:tls","0x40","0x018","2330","1461","869",""
"978","122.126074","192.168.1.126","31.13.93.7","TCP","54","49172","443","","eth:ethertype:ip:tcp","0x40","0x010","189","189","0",""
"979","122.140413","192.168.1.126","31.13.93.7","TLSv1.2","220","49172","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","355","189","166",""
"980","122.140588","31.13.93.7","192.168.1.126","TCP","54","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","2330","2330","0",""
"981","122.140834","31.13.93.7","192.168.1.126","TLSv1.2","145","443","49174","","eth:ethertype:ip:tcp:tls","0x40","0x018","2421","2330","91",""
"982","122.141189","31.13.93.7","192.168.1.126","TLSv1.2","145","443","49172","","eth:ethertype:ip:tcp:tls","0x40","0x018","2421","2330","91",""
"983","122.145342","192.168.1.126","31.13.93.7","TLSv1.2","491","49174","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","792","355","437",""
"984","122.146139","192.168.1.126","31.13.93.7","TLSv1.2","491","49172","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","792","355","437",""
"985","122.184802","31.13.93.7","192.168.1.126","TCP","54","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","2421","2421","0",""
"986","122.184823","31.13.93.7","192.168.1.126","TCP","54","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","2421","2421","0",""
"987","122.355153","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffb4:4877","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"988","122.404864","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49172","","eth:ethertype:ip:tcp:tls","0x40","0x018","3881","2421","1460",""
"989","122.452810","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49174","","eth:ethertype:ip:tcp:tls","0x40","0x018","3881","2421","1460",""
"990","122.531478","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","146","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","92"
"991","122.532348","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","183","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","129"
"992","122.535415","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff00:f69","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"993","122.600096","fe80::981:b1fd:8de1:811e","ff02::1:ffe1:811e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"994","122.608835","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x018","3881","2421","1460",""
"995","122.609004","192.168.1.126","31.13.93.7","TCP","66","49172","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"996","122.609107","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","5341","3881","1460",""
"997","122.609137","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","6801","5341","1460",""
"998","122.609147","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","8261","6801","1460",""
"999","122.609154","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","9721","8261","1460",""
"1000","122.609221","192.168.1.126","31.13.93.7","TCP","54","49172","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1001","122.650115","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1002","122.650199","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","5341","3881","1460",""
"1003","122.650214","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","6801","5341","1460",""
"1004","122.650222","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","8261","6801","1460",""
"1005","122.650236","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","9721","8261","1460",""
"1006","122.650271","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1007","122.662008","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff00:3a7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1008","122.812877","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x018","11181","9721","1460",""
"1009","122.850560","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1010","122.850643","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","11181","9721","1460",""
"1011","122.850658","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","12641","11181","1460",""
"1012","122.850666","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","14101","12641","1460",""
"1013","122.850680","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","15561","14101","1460",""
"1014","122.850689","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","17021","15561","1460",""
"1015","122.850738","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1016","123.010117","192.168.1.126","31.13.93.7","TCP","54","49172","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1017","123.010166","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","12641","11181","1460",""
"1018","123.010190","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","14101","12641","1460",""
"1019","123.010200","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","15561","14101","1460",""
"1020","123.010215","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","17021","15561","1460",""
"1021","123.010222","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","18481","17021","1460",""
"1022","123.010285","192.168.1.126","31.13.93.7","TCP","54","49172","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1023","123.200857","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x018","18481","17021","1460",""
"1024","123.232854","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49172","","eth:ethertype:ip:tcp:tls","0x40","0x018","19941","18481","1460",""
"1025","123.401010","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1026","123.401106","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49174","","eth:ethertype:ip:tcp:tls","0x40","0x010","19941","18481","1460",""
"1027","123.401133","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","21401","19941","1460",""
"1028","123.401142","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","22861","21401","1460",""
"1029","123.401149","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","24321","22861","1460",""
"1030","123.401160","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","25781","24321","1460",""
"1031","123.401649","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1032","123.431159","192.168.1.126","31.13.93.7","TCP","54","49172","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1033","123.431237","31.13.93.7","192.168.1.126","TCP","1514","443","49172","","eth:ethertype:ip:tcp","0x40","0x010","21401","19941","1460",""
"1034","123.431257","31.13.93.7","192.168.1.126","TLSv1.2","993","443","49172","","eth:ethertype:ip:tcp:tls","0x40","0x018","22340","21401","939",""
"1035","123.431640","192.168.1.126","31.13.93.7","TCP","54","49172","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1036","123.531173","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","188","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","134"
"1037","123.533313","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","215","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","161"
"1038","123.535417","fe80::981:b1fd:8de1:811e","ff02::1:ff00:974","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1039","123.537622","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"1040","123.537718","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"1041","123.601484","::","ff02::1:ff00:974","ICMPv6","78","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"1042","123.601620","fe80::981:b1fd:8de1:811e","ff02::1:ff00:974","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"1043","123.816820","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x018","27241","25781","1460",""
"1044","124.021841","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1045","124.021887","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","28701","27241","1460",""
"1046","124.021911","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","30161","28701","1460",""
"1047","124.021920","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x018","31621","30161","1460",""
"1048","124.021928","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","33081","31621","1460",""
"1049","124.021984","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1050","124.480861","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x018","34541","33081","1460",""
"1051","124.604003","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"1052","124.604155","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"1053","124.682998","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1054","124.683081","31.13.93.7","192.168.1.126","TCP","1514","443","49174","","eth:ethertype:ip:tcp","0x40","0x010","36001","34541","1460",""
"1055","124.683111","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49174","","eth:ethertype:ip:tcp:tls","0x40","0x010","37461","36001","1460",""
"1056","124.683120","31.13.93.7","192.168.1.126","TLSv1.2","1482","443","49174","","eth:ethertype:ip:tcp:tls","0x40","0x018","38889","37461","1428",""
"1057","124.683468","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1058","124.874340","192.168.1.126","31.13.93.7","TCP","54","49169","443","","eth:ethertype:ip:tcp","0x40","0x014","760","760","0",""
"1059","124.874514","192.168.1.126","31.13.93.7","TCP","54","49167","443","","eth:ethertype:ip:tcp","0x40","0x014","760","760","0",""
"1060","124.874632","192.168.1.126","31.13.93.7","TCP","54","49171","443","","eth:ethertype:ip:tcp","0x40","0x014","792","792","0",""
"1061","124.874781","192.168.1.126","31.13.93.7","TCP","54","49173","443","","eth:ethertype:ip:tcp","0x40","0x014","792","792","0",""
"1062","124.874896","192.168.1.126","31.13.93.7","TCP","54","49172","443","","eth:ethertype:ip:tcp","0x40","0x014","792","792","0",""
"1063","124.875045","192.168.1.126","31.13.93.7","TCP","54","49174","443","","eth:ethertype:ip:tcp","0x40","0x014","792","792","0",""
"1064","124.875192","192.168.1.126","31.13.93.36","TCP","54","49158","443","","eth:ethertype:ip:tcp","0x40","0x014","821","821","0",""
"1065","124.899389","192.168.1.126","31.13.93.7","TCP","66","49175","443","","eth:ethertype:ip:tcp","0x40","0x002","1","0","0",""
"1066","124.899520","31.13.93.7","192.168.1.126","TCP","66","443","49175","","eth:ethertype:ip:tcp","0x40","0x012","1","0","0",""
"1067","124.900041","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1068","124.900532","192.168.1.126","8.8.8.8","DNS","81","52372","53","0","eth:ethertype:ip:udp:dns","0x00","","","","","47"
"1069","124.901654","8.8.8.8","192.168.1.126","DNS","97","53","52372","1","eth:ethertype:ip:udp:dns","0x00","","","","","63"
"1070","124.901911","192.168.1.126","8.8.8.8","DNS","81","61426","53","0","eth:ethertype:ip:udp:dns","0x00","","","","","47"
"1071","124.903256","8.8.8.8","192.168.1.126","DNS","109","53","61426","1","eth:ethertype:ip:udp:dns","0x00","","","","","75"
"1072","124.903565","192.168.1.126","31.13.93.7","TCP","66","49176","443","","eth:ethertype:ip:tcp","0x40","0x002","1","0","0",""
"1073","124.903629","31.13.93.7","192.168.1.126","TCP","66","443","49176","","eth:ethertype:ip:tcp","0x40","0x012","1","0","0",""
"1074","124.903669","192.168.1.126","31.13.93.7","TCP","54","49176","443","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1075","124.903846","192.168.1.126","31.13.93.7","TCP","66","49177","443","","eth:ethertype:ip:tcp","0x40","0x002","1","0","0",""
"1076","124.904027","192.168.1.126","31.13.93.7","TCP","66","49178","443","","eth:ethertype:ip:tcp","0x40","0x002","1","0","0",""
"1077","124.904240","192.168.1.126","31.13.93.7","TLSv1.2","212","49176","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","159","1","158",""
"1078","124.906506","192.168.1.126","31.13.93.7","TLSv1.2","242","49175","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","189","1","188",""
"1079","124.975310","192.168.1.126","31.13.93.7","TCP","66","49179","443","","eth:ethertype:ip:tcp","0x40","0x002","1","0","0",""
"1080","124.975419","31.13.93.7","192.168.1.126","TCP","66","443","49179","","eth:ethertype:ip:tcp","0x40","0x012","1","0","0",""
"1081","124.975803","192.168.1.126","31.13.93.7","TCP","54","49179","443","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1082","124.976383","192.168.1.126","31.13.93.7","TLSv1.2","242","49179","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","189","1","188",""
"1083","124.976470","31.13.93.7","192.168.1.126","TCP","54","443","49179","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1084","125.047544","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49179","","eth:ethertype:ip:tcp:tls","0x40","0x010","1461","1","1460",""
"1085","125.047570","31.13.93.7","192.168.1.126","TLSv1.2","923","443","49179","","eth:ethertype:ip:tcp:tls:x509sat:x509sat:x509sat:x509ce:x509sat:x509sat:x509sat:x509sat:x509ce:ns_cert_exts:x509ce:x509ce:x509ce:tls","0x40","0x018","2330","1461","869",""
"1086","125.047676","192.168.1.126","31.13.93.7","TCP","54","49179","443","","eth:ethertype:ip:tcp","0x40","0x010","189","189","0",""
"1087","125.062361","192.168.1.126","31.13.93.7","TLSv1.2","220","49179","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","355","189","166",""
"1088","125.062461","31.13.93.7","192.168.1.126","TCP","54","443","49179","","eth:ethertype:ip:tcp","0x40","0x010","2330","2330","0",""
"1089","125.063067","31.13.93.7","192.168.1.126","TLSv1.2","145","443","49179","","eth:ethertype:ip:tcp:tls","0x40","0x018","2421","2330","91",""
"1090","125.165633","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49175","","eth:ethertype:ip:tcp:tls","0x40","0x010","1461","1","1460",""
"1091","125.165658","31.13.93.7","192.168.1.126","TLSv1.2","923","443","49175","","eth:ethertype:ip:tcp:tls:x509sat:x509sat:x509sat:x509ce:x509sat:x509sat:x509sat:x509sat:x509ce:ns_cert_exts:x509ce:x509ce:x509ce:tls","0x40","0x018","2330","1461","869",""
"1092","125.165808","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","189","189","0",""
"1093","125.179716","192.168.1.126","31.13.93.7","TLSv1.2","220","49175","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","355","189","166",""
"1094","125.179852","31.13.93.7","192.168.1.126","TCP","54","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","2330","2330","0",""
"1095","125.180419","31.13.93.7","192.168.1.126","TLSv1.2","145","443","49175","","eth:ethertype:ip:tcp:tls","0x40","0x018","2421","2330","91",""
"1096","125.213530","192.168.1.126","31.13.93.7","TCP","212","49176","443","","eth:ethertype:ip:tcp","0x40","0x018","159","1","158",""
"1097","125.213618","31.13.93.7","192.168.1.126","TCP","66","443","49176","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1098","125.242811","192.168.1.126","31.13.93.7","TLSv1.2","491","49179","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","792","355","437",""
"1099","125.243495","192.168.1.126","31.13.93.7","TLSv1.2","491","49175","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","792","355","437",""
"1100","125.280773","31.13.93.7","192.168.1.126","TCP","54","443","49179","","eth:ethertype:ip:tcp","0x40","0x010","2421","2421","0",""
"1101","125.280797","31.13.93.7","192.168.1.126","TCP","54","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","2421","2421","0",""
"1102","125.305485","31.13.93.7","192.168.1.126","TCP","1514","443","49175","","eth:ethertype:ip:tcp","0x40","0x010","3881","2421","1460",""
"1103","125.305507","31.13.93.7","192.168.1.126","TLSv1.2","135","443","49175","","eth:ethertype:ip:tcp:tls","0x40","0x018","3962","3881","81",""
"1104","125.305591","192.168.1.126","31.13.93.7","TCP","54","49175","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1105","125.321539","31.13.93.7","192.168.1.126","TLSv1.2","1243","443","49179","","eth:ethertype:ip:tcp:tls","0x40","0x018","3610","2421","1189",""
"1106","125.333934","192.168.1.126","31.13.93.7","TCP","66","49180","443","","eth:ethertype:ip:tcp","0x40","0x002","1","0","0",""
"1107","125.334021","31.13.93.7","192.168.1.126","TCP","66","443","49180","","eth:ethertype:ip:tcp","0x40","0x012","1","0","0",""
"1108","125.334085","192.168.1.126","31.13.93.7","TCP","54","49180","443","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1109","125.334351","192.168.1.126","31.13.93.7","TLSv1.2","242","49180","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","189","1","188",""
"1110","125.334415","31.13.93.7","192.168.1.126","TCP","54","443","49180","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1111","125.361577","192.168.1.126","31.13.93.7","TCP","66","49181","443","","eth:ethertype:ip:tcp","0x40","0x002","1","0","0",""
"1112","125.361679","31.13.93.7","192.168.1.126","TCP","66","443","49181","","eth:ethertype:ip:tcp","0x40","0x012","1","0","0",""
"1113","125.361749","192.168.1.126","31.13.93.7","TCP","54","49181","443","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1114","125.361993","192.168.1.126","31.13.93.7","TLSv1.2","242","49181","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","189","1","188",""
"1115","125.362058","31.13.93.7","192.168.1.126","TCP","54","443","49181","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1116","125.435393","192.168.1.126","31.13.93.7","TCP","66","49182","443","","eth:ethertype:ip:tcp","0x40","0x002","1","0","0",""
"1117","125.435520","31.13.93.7","192.168.1.126","TCP","66","443","49182","","eth:ethertype:ip:tcp","0x40","0x012","1","0","0",""
"1118","125.435599","192.168.1.126","31.13.93.7","TCP","54","49182","443","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1119","125.436038","192.168.1.126","31.13.93.7","TLSv1.2","242","49182","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","189","1","188",""
"1120","125.436102","31.13.93.7","192.168.1.126","TCP","54","443","49182","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1121","125.513894","192.168.1.126","31.13.93.7","TCP","54","49179","443","","eth:ethertype:ip:tcp","0x40","0x010","792","792","0",""
"1122","125.554190","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49182","","eth:ethertype:ip:tcp:tls","0x40","0x010","1461","1","1460",""
"1123","125.554216","31.13.93.7","192.168.1.126","TLSv1.2","923","443","49182","","eth:ethertype:ip:tcp:tls:x509sat:x509sat:x509sat:x509ce:x509sat:x509sat:x509sat:x509sat:x509ce:ns_cert_exts:x509ce:x509ce:x509ce:tls","0x40","0x018","2330","1461","869",""
"1124","125.554317","192.168.1.126","31.13.93.7","TCP","54","49182","443","","eth:ethertype:ip:tcp","0x40","0x010","189","189","0",""
"1125","125.568768","192.168.1.126","31.13.93.7","TLSv1.2","220","49182","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","355","189","166",""
"1126","125.568866","31.13.93.7","192.168.1.126","TCP","54","443","49182","","eth:ethertype:ip:tcp","0x40","0x010","2330","2330","0",""
"1127","125.639696","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49181","","eth:ethertype:ip:tcp:tls","0x40","0x010","1461","1","1460",""
"1128","125.639721","31.13.93.7","192.168.1.126","TLSv1.2","923","443","49181","","eth:ethertype:ip:tcp:tls:x509sat:x509sat:x509sat:x509ce:x509sat:x509sat:x509sat:x509sat:x509ce:ns_cert_exts:x509ce:x509ce:x509ce:tls","0x40","0x018","2330","1461","869",""
"1129","125.639844","192.168.1.126","31.13.93.7","TCP","54","49181","443","","eth:ethertype:ip:tcp","0x40","0x010","189","189","0",""
"1130","125.653840","192.168.1.126","31.13.93.7","TLSv1.2","220","49181","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","355","189","166",""
"1131","125.653975","31.13.93.7","192.168.1.126","TCP","54","443","49181","","eth:ethertype:ip:tcp","0x40","0x010","2330","2330","0",""
"1132","125.654631","31.13.93.7","192.168.1.126","TLSv1.2","145","443","49181","","eth:ethertype:ip:tcp:tls","0x40","0x018","2421","2330","91",""
"1133","125.655575","192.168.1.126","31.13.93.7","TLSv1.2","491","49181","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","792","355","437",""
"1134","125.772846","31.13.93.7","192.168.1.126","TLSv1.2","145","443","49182","","eth:ethertype:ip:tcp:tls","0x40","0x018","2421","2330","91",""
"1135","125.773942","192.168.1.126","31.13.93.7","TLSv1.2","491","49182","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","792","355","437",""
"1136","125.807992","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49180","","eth:ethertype:ip:tcp:tls","0x40","0x010","1461","1","1460",""
"1137","125.808014","31.13.93.7","192.168.1.126","TLSv1.2","923","443","49180","","eth:ethertype:ip:tcp:tls:x509sat:x509sat:x509sat:x509ce:x509sat:x509sat:x509sat:x509sat:x509ce:ns_cert_exts:x509ce:x509ce:x509ce:tls","0x40","0x018","2330","1461","869",""
"1138","125.808148","192.168.1.126","31.13.93.7","TCP","54","49180","443","","eth:ethertype:ip:tcp","0x40","0x010","189","189","0",""
"1139","125.812855","31.13.93.7","192.168.1.126","TCP","54","443","49182","","eth:ethertype:ip:tcp","0x40","0x010","2421","2421","0",""
"1140","125.822154","192.168.1.126","31.13.93.7","TLSv1.2","220","49180","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","355","189","166",""
"1141","125.822272","31.13.93.7","192.168.1.126","TCP","54","443","49180","","eth:ethertype:ip:tcp","0x40","0x010","2330","2330","0",""
"1142","125.822845","31.13.93.7","192.168.1.126","TLSv1.2","145","443","49180","","eth:ethertype:ip:tcp:tls","0x40","0x018","2421","2330","91",""
"1143","125.823806","192.168.1.126","31.13.93.7","TLSv1.2","491","49180","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","792","355","437",""
"1144","125.860893","31.13.93.7","192.168.1.126","TCP","54","443","49180","","eth:ethertype:ip:tcp","0x40","0x010","2421","2421","0",""
"1145","125.864788","31.13.93.7","192.168.1.126","TLSv1.2","187","443","49179","","eth:ethertype:ip:tcp:tls","0x40","0x018","3743","3610","133",""
"1146","125.900860","31.13.93.7","192.168.1.126","TCP","66","443","49178","","eth:ethertype:ip:tcp","0x40","0x012","1","0","0",""
"1147","125.900881","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49181","","eth:ethertype:ip:tcp:tls","0x40","0x018","3881","2421","1460",""
"1148","125.900887","31.13.93.7","192.168.1.126","TCP","66","443","49177","","eth:ethertype:ip:tcp","0x40","0x012","1","0","0",""
"1149","125.901057","192.168.1.126","31.13.93.7","TCP","54","49178","443","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1150","125.901120","192.168.1.126","31.13.93.7","TCP","54","49177","443","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1151","125.901617","192.168.1.126","31.13.93.7","TLSv1.2","212","49177","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","159","1","158",""
"1152","125.901674","31.13.93.7","192.168.1.126","TCP","54","443","49177","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1153","125.901866","192.168.1.126","31.13.93.7","TLSv1.2","212","49178","443","","eth:ethertype:ip:tcp:tls","0x40","0x018","159","1","158",""
"1154","125.901919","31.13.93.7","192.168.1.126","TCP","54","443","49178","","eth:ethertype:ip:tcp","0x40","0x010","1","1","0",""
"1155","125.928779","31.13.93.7","192.168.1.126","TLSv1.2","635","443","49175","","eth:ethertype:ip:tcp:tls","0x40","0x018","4543","3962","581",""
"1156","126.030785","31.13.93.7","192.168.1.126","TLSv1.2","1514","443","49178","","eth:ethertype:ip:tcp:tls","0x40","0x010","1461","1","1460",""
"1157","126.030825","31.13.93.7","192.168.1.126","TLSv1.2","925","443","49178","","eth:ethertype:ip:tcp:tls:x509sat:x509sat:x509sat:x509ce:x509sat:x509sat:x509sat:x509sat:x509ce:ns_cert_exts:x509ce:x509ce:x509ce:tls","0x40","0x018","2332","1461","871",""
