FlowNo.,Answer RRs,BytesEx,Destination,Destination Port,Duration,FPL,IP_Flags,Length,Next sequence number,No.,NumPackets,Protocol,Protocols in frame,SameLenPktRatio,Sequence number,Source,Source Port,StdDevLen,IAT,isNull,NPEx,reconnects,APL,BitsPerSec,AvgPktPerSec,udp_Length,tcp_Flags,Time,TCP Segment Len,IOPR,NumForward,label
316,,226,192.168.1.116,49377,0.0,113.0,0x40,172,119.0,7790,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,6358.91,118.0,1.0,1,1
428,,226,192.168.1.116,49458,0.0,113.0,0x40,172,119.0,10432,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,8604.2,118.0,1.0,1,1
1078,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,25541,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49588,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,22128.6,6.0,-1.0,0,1
892,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,18428,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49526,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,14281.5,6.0,-1.0,0,1
1337,1.0,336,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,59469,0.0,168.0,,235,,2402,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225::1,53,67.0,0.0,0,0,1,168.0,0.0,0.0,181.0,0,1908.87,,1.0,1,1
510,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,3648,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49259,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,3042.12,0.0,2.0,1,1
127,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,3094,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49241,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,2580.31,6.0,-1.0,0,1
1182,0.0,196,fd2d:ab8c:225::1,53,0.05,90.0,,90,,4209,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,50246,8.0,0.0,0,0,1,98.0,31360.0,40.0,36.0,0,3603.51,,1.0,1,1
247,,226,192.168.1.116,49325,0.0,113.0,0x40,172,119.0,5881,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,4896.38,118.0,1.0,1,1
638,0.0,168,8.8.8.8,53,0.0012,76.0,0x00,76,,35,2,DNS,eth:ethertype:ip:udp:dns,1.0,,192.168.1.116,50814,8.0,0.0,0,0,1,84.0,1120000.0,1666.67,42.0,0,14.0124,,1.0,1,1
171,,403,204.95.99.221,443,20.0,58.3333,0x40,66,1.0,4012,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49270,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,2,3372.52,0.0,1.33333,3,1
1203,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,1660,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,51847,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,1288.58,,1.0,1,1
576,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,9598,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49433,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,7882.47,0.0,2.0,1,1
677,,403,91.220.62.30,443,20.01,58.3333,0x40,54,9.0,3055,7,TCP,eth:ethertype:ip:tcp,0.428571,8.0,192.168.1.116,49238,5.34141,20.01,0,0,3,57.5714,161.119,0.349825,,17,2550.14,0.0,1.33333,3,1
75,,226,192.168.1.116,49201,0.0,113.0,0x40,172,119.0,1964,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,1488.41,118.0,1.0,1,1
1270,0.0,332,fd2d:ab8c:225::1,53,0.14,99.0,,99,,11357,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,55362,67.0,0.0,0,0,1,166.0,18971.4,14.2857,45.0,0,9367.79,,1.0,1,1
264,,340,204.95.99.221,443,20.01,58.0,0x40,62,1.0,6267,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49338,3.77124,0.0,0,0,3,56.6667,135.932,0.29985,,2,5246.88,0.0,1.0,3,1
467,,226,192.168.1.116,49486,0.0,113.0,0x40,172,119.0,11472,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,9387.94,118.0,1.0,1,1
1001,,403,192.168.1.116,49562,20.0,58.3333,0x40,54,1.0,22493,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,91.220.62.30,443,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,16,18798.0,0.0,1.33333,3,1
317,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,7797,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49378,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,6358.91,6.0,-1.0,0,1
21,,226,204.95.99.221,443,0.0,113.0,0x40,54,9.0,634,2,TCP,eth:ethertype:ip:tcp,1.0,9.0,192.168.1.116,49161,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,376.176,0.0,1.0,1,1
337,,226,192.168.1.116,49391,0.0,113.0,0x40,172,119.0,8259,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,6749.7,118.0,1.0,1,1
1347,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,2123,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,60067,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,1639.04,,1.0,1,1
530,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,5325,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49308,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,4444.99,0.0,2.0,1,1
245,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,5822,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49325,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,4876.38,6.0,-1.0,0,1
131,,340,204.95.99.221,443,20.0,58.0,0x40,62,1.0,3113,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49242,3.77124,0.0,0,0,3,56.6667,136.0,0.3,,2,2600.32,0.0,1.0,3,1
246,,340,204.95.99.221,443,20.0,58.0,0x40,62,1.0,5819,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49325,3.77124,0.0,0,0,3,56.6667,136.0,0.3,,2,4876.38,0.0,1.0,3,1
1397,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,4496,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,63015,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,3813.92,,1.0,1,1
1388,0.0,342,fd2d:ab8c:225::1,53,0.05,104.0,,104,,6166,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,62490,67.0,0.0,0,0,1,171.0,54720.0,40.0,50.0,0,5176.76,,1.0,1,1
1413,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,6501,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,63754,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,5286.4,,1.0,1,1
333,,403,192.168.1.116,49390,20.0,58.3333,0x40,54,1.0,8217,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,204.95.99.221,443,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,16,6709.61,0.0,1.33333,3,1
1333,0.0,336,fd2d:ab8c:225::1,53,0.0,168.0,,101,,10412,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,59109,67.0,0.0,0,0,1,168.0,0.0,0.0,47.0,0,8584.19,,1.0,1,1
1140,,226,192.168.1.116,49608,0.0,113.0,0x40,172,119.0,28352,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,25033.5,118.0,1.0,1,1
850,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,15570,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49512,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,12522.2,6.0,-1.0,0,1
1456,,2932,ff02::1:2,547,59.7,188.0,,188,,29060,18,DHCPv6,eth:ethertype:ipv6:udp:dhcpv6,0.166667,,fe80::69b0:5ca7:a676:2c5a,546,20.0469,0.0,0,0,17,162.889,392.898,0.301508,134.0,0,25867.1,,-1.0,0,1
799,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,12507,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49495,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,10284.3,6.0,-1.0,0,1
593,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,11006,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49476,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,9146.0,0.0,2.0,1,1
1385,1.0,336,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,62408,0.0,168.0,,235,,2382,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225::1,53,67.0,0.0,0,0,1,168.0,0.0,0.0,181.0,0,1888.86,,1.0,1,1
1144,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,28550,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49610,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,25328.9,6.0,-1.0,0,1
330,,340,204.95.99.221,443,20.01,58.0,0x40,62,1.0,8167,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49388,3.77124,0.0,0,0,3,56.6667,135.932,0.29985,,2,6679.49,0.0,1.0,3,1
835,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,14654,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49507,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,11789.2,6.0,-1.0,0,1
206,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,4834,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49297,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,4114.51,6.0,-1.0,0,1
551,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,7246,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49360,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,5917.52,0.0,2.0,1,1
1134,,226,192.168.1.116,49606,0.0,113.0,0x40,172,119.0,28100,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,24726.3,118.0,1.0,1,1
546,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,6878,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49348,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,5566.81,0.0,2.0,1,1
702,,226,91.220.62.30,443,0.0,113.0,0x40,54,9.0,4719,2,TCP,eth:ethertype:ip:tcp,1.0,9.0,192.168.1.116,49291,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,4034.06,0.0,1.0,1,1
281,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,6941,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49351,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,5617.4,6.0,-1.0,0,1
600,0.0,87,224.0.0.251,5353,0.0,87.0,0x40,87,,1861,1,MDNS,eth:ethertype:ip:udp:mdns,1.0,,192.168.1.2,5353,0.0,0.0,0,0,0,87.0,0.0,0.0,53.0,0,1420.54,,-1.0,0,1
1298,0.0,332,fd2d:ab8c:225::1,53,0.12,99.0,,99,,9164,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,56975,67.0,0.0,0,0,1,166.0,22133.3,16.6667,45.0,0,7501.72,,1.0,1,1
697,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,4298,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49279,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,3663.09,6.0,-1.0,0,1
99,,226,192.168.1.116,49217,0.0,113.0,0x40,172,119.0,2399,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,1908.87,118.0,1.0,1,1
51,,226,192.168.1.116,49180,0.0,113.0,0x40,172,119.0,1148,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,847.002,118.0,1.0,1,1
259,,226,192.168.1.116,49335,0.0,113.0,0x40,172,119.0,6218,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,5216.83,118.0,1.0,1,1
1329,0.0,336,fd2d:ab8c:225::1,53,0.08,101.0,,101,,8209,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,58995,67.0,0.0,0,0,1,168.0,33600.0,25.0,47.0,0,6709.53,,1.0,1,1
156,,340,204.95.99.221,443,20.0,58.0,0x40,54,1.0,3622,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,192.168.1.116,49258,3.77124,0.0,0,0,3,56.6667,136.0,0.3,,16,3021.73,0.0,1.0,3,1
598,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,11728,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49489,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,9509.85,0.0,2.0,1,1
518,,186,216.58.201.78,80,0.0,60.0,0x40,54,1.0,4217,3,TCP,eth:ethertype:ip:tcp,0.666667,1.0,192.168.1.116,49277,5.65685,0.0,0,0,1,62.0,0.0,0.0,,16,3603.56,0.0,2.0,1,1
691,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,3896,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49266,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,3292.1,6.0,-1.0,0,1
1458,,2424,ff02::1:2,547,47.2,162.0,,162,,16820,15,DHCPv6,eth:ethertype:ipv6:udp:dhcpv6,0.266667,,fe80::91d7:c7cc:5795:f857,546,19.0466,0.0,0,0,14,161.6,410.847,0.317797,108.0,0,13186.2,,-1.0,0,1
1367,0.0,332,fd2d:ab8c:225::1,53,0.08,99.0,,99,,3228,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,61127,67.0,0.0,0,0,1,166.0,33200.0,25.0,45.0,0,2680.44,,1.0,1,1
661,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,1882,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49200,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,1438.27,6.0,-1.0,0,1
1296,0.0,342,fd2d:ab8c:225::1,53,0.16,104.0,,104,,5305,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,56742,67.0,0.0,0,0,1,171.0,17100.0,12.5,50.0,0,4434.97,,1.0,1,1
1345,0.0,336,fd2d:ab8c:225::1,53,0.04,101.0,,101,,9536,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,59939,67.0,0.0,0,0,1,168.0,67200.0,50.0,47.0,0,7822.25,,1.0,1,1
1102,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,26946,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49596,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,23234.6,6.0,-1.0,0,1
915,,226,192.168.1.116,49533,0.0,113.0,0x40,172,119.0,19131,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,15075.0,118.0,1.0,1,1
308,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,7687,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49374,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,6288.79,6.0,-1.0,0,1
149,,340,192.168.1.116,49255,20.0,58.0,0x40,54,1.0,3530,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,204.95.99.221,443,3.77124,0.0,0,0,3,56.6667,136.0,0.3,,16,2971.07,0.0,1.0,3,1
871,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,17201,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49519,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,13297.4,6.0,-1.0,0,1
1379,0.0,342,fd2d:ab8c:225::1,53,0.0,171.0,,104,,8165,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,61877,67.0,0.0,0,0,1,171.0,0.0,0.0,50.0,0,6679.49,,1.0,1,1
680,,348,91.220.62.30,443,20.01,60.0,0x40,66,1.0,3056,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49239,5.65685,0.0,0,0,3,58.0,139.13,0.29985,,2,2550.14,0.0,1.0,3,1
14,,6900,192.168.1.255,137,1532.9,92.0,0x00,92,,30631,75,NBNS,eth:ethertype:ip:udp:nbns,0.0133333,,192.168.1.116,137,0.0,0.0,0,0,74,92.0,36.0102,0.0489269,58.0,0,27626.0,,-1.0,0,1
78,,226,192.168.1.116,49202,0.0,113.0,0x40,172,119.0,1984,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,1508.42,118.0,1.0,1,1
532,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,5504,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49315,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,4585.26,0.0,2.0,1,1
91,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,2285,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49214,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,1838.83,6.0,-1.0,0,1
669,,226,192.168.1.116,49213,0.0,113.0,0x40,172,119.0,2278,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,1828.81,118.0,1.0,1,1
842,,340,192.168.1.116,49509,20.1,58.0,0x40,54,1.0,14952,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,91.220.62.30,443,3.77124,0.0,0,0,3,56.6667,135.323,0.298507,,16,12039.7,0.0,1.0,3,1
321,,403,204.95.99.221,443,20.01,58.3333,0x40,55,8.0,7832,7,TCP,eth:ethertype:ip:tcp,0.428571,7.0,192.168.1.116,49379,5.34141,0.0,0,0,3,57.5714,161.119,0.349825,,24,6389.1,1.0,1.33333,3,1
795,,226,192.168.1.116,49493,0.0,113.0,0x40,172,119.0,12343,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,10052.9,118.0,1.0,1,1
179,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,4092,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49274,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,3442.81,6.0,-1.0,0,1
744,,226,192.168.1.116,49384,0.0,113.0,0x40,172,119.0,8081,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,6629.39,118.0,1.0,1,1
768,,226,192.168.1.116,49437,0.0,113.0,0x40,172,119.0,9841,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,8112.75,118.0,1.0,1,1
651,,226,91.220.62.30,443,0.0,113.0,0x40,54,84.0,992,2,TCP,eth:ethertype:ip:tcp,1.0,84.0,192.168.1.116,49173,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,716.725,0.0,1.0,1,1
359,,226,204.95.99.221,443,0.0,113.0,0x40,54,9.0,8806,2,TCP,eth:ethertype:ip:tcp,1.0,9.0,192.168.1.116,49406,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,7150.88,0.0,1.0,1,1
1435,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,9745,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,65102,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,8022.67,,1.0,1,1
1061,,403,91.220.62.30,443,20.1,58.3333,0x40,66,1.0,24849,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49582,5.34141,0.0,0,0,3,57.5714,160.398,0.348259,,2,21319.2,0.0,1.33333,3,1
377,,226,192.168.1.116,49419,0.0,113.0,0x40,172,119.0,9215,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,7521.85,118.0,1.0,1,1
1157,,395,91.220.62.30,443,20.2,58.0,0x40,62,1.0,30592,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49624,3.53986,0.0,0,0,3,56.4286,156.436,0.346535,,2,27547.9,0.0,1.33333,3,1
101,,340,204.95.99.221,443,20.01,58.0,0x40,54,1.0,2405,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,192.168.1.116,49218,3.77124,0.0,0,0,3,56.6667,135.932,0.29985,,16,1908.87,0.0,1.0,3,1
1402,1.0,342,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,63277,0.0,171.0,,238,,6829,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225::1,53,67.0,0.0,0,0,1,171.0,0.0,0.0,184.0,0,5547.27,,1.0,1,1
103,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,2430,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49220,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,1938.9,6.0,-1.0,0,1
1281,0.0,342,fd2d:ab8c:225::1,53,0.0,171.0,,104,,3111,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,55869,67.0,0.0,0,0,1,171.0,0.0,0.0,50.0,0,2600.32,,1.0,1,1
279,,403,192.168.1.116,49350,20.0,58.3333,0x40,66,1.0,6914,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,204.95.99.221,443,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,18,5597.4,0.0,1.33333,3,1
1330,0.0,196,fd2d:ab8c:225::1,53,0.12,90.0,,90,,7180,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,59001,8.0,0.0,0,0,1,98.0,13066.7,16.6667,36.0,0,5847.28,,1.0,1,1
303,,403,192.168.1.116,49366,20.01,58.3333,0x40,54,1.0,7402,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,204.95.99.221,443,5.34141,0.0,0,0,3,57.5714,161.119,0.349825,,16,6018.19,0.0,1.33333,3,1
269,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,6573,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49341,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,5296.92,6.0,-1.0,0,1
1418,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,10285,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,64105,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,8513.92,,1.0,1,1
1233,0.0,196,fd2d:ab8c:225::1,53,0.04,90.0,,90,,3333,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,53597,8.0,0.0,0,0,1,98.0,39200.0,50.0,36.0,0,2761.44,,1.0,1,1
1188,0.0,332,fd2d:ab8c:225::1,53,0.06,99.0,,99,,8735,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,50831,67.0,0.0,0,0,1,166.0,44266.7,33.3333,45.0,0,7130.81,,1.0,1,1
387,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,9541,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49430,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,7822.29,6.0,-1.0,0,1
1491,,1372,ff02::c,3702,0.2,686.0,,686,,13166,2,UDP,eth:ethertype:ipv6:udp:data,0.5,,fe80::3415:2c17:d667:c2c1,64574,0.0,0.0,0,0,1,686.0,54880.0,10.0,632.0,0,10866.8,,-1.0,0,1
89,,340,204.95.99.221,443,20.01,58.0,0x40,62,1.0,2062,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49208,3.77124,0.0,0,0,3,56.6667,135.932,0.29985,,2,1588.53,0.0,1.0,3,1
1036,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,23742,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49574,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,20306.3,6.0,-1.0,0,1
86,,403,204.95.99.221,443,20.01,58.3333,0x40,66,1.0,2031,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49206,5.34141,0.0,0,0,3,57.5714,161.119,0.349825,,2,1568.52,0.0,1.33333,3,1
137,,340,192.168.1.116,49245,20.0,58.0,0x40,54,1.0,3208,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,204.95.99.221,443,3.77124,0.0,0,0,3,56.6667,136.0,0.3,,16,2650.42,0.0,1.0,3,1
1212,0.0,336,fd2d:ab8c:225::1,53,0.14,101.0,,101,,9139,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,52522,67.0,0.0,0,0,1,168.0,19200.0,14.2857,47.0,0,7471.56,,1.0,1,1
